variant,seed,attention_type,position_mode,step,step_loss,train_loss,val_loss,relation_entropy,relation_max_weight,relation_logit_mean,relation_logit_std,logit_scale,pair_gate
triangular_embedding,123,triangular,embedding,2100,7.243593692779541,7.27243959903717,7.303874611854553,3.5707435607910156,0.10802310705184937,1.0923495618626475,1.0376554876565933,1.0631582140922546,0.12152289226651192
triangular_embedding,123,triangular,embedding,2200,7.284125804901123,7.257602214813232,7.294804036617279,3.6202008724212646,0.09902480617165565,0.2742701517418027,0.9941463619470596,1.0635442733764648,0.12145280092954636
triangular_embedding,123,triangular,embedding,2300,7.158491134643555,7.188348472118378,7.2851722240448,3.63177752494812,0.09560512378811836,-0.36355221131816506,0.8084732741117477,1.0732672214508057,0.12143568322062492
triangular_embedding,123,triangular,embedding,2400,7.432950019836426,7.184708893299103,7.272913634777069,3.6209793090820312,0.09818390756845474,-0.4715637294575572,0.8190003782510757,1.0996654033660889,0.12162324786186218
triangular_embedding,123,triangular,embedding,2500,7.30905818939209,7.1860703229904175,7.264041423797607,3.6184327602386475,0.10032911598682404,-0.38352639274671674,0.8061217963695526,1.118947982788086,0.12158142402768135
triangular_embedding,123,triangular,embedding,2600,7.273219585418701,7.181650519371033,7.256995797157288,3.6161524057388306,0.10201329737901688,-0.3507518218830228,0.7833716869354248,1.1309490203857422,0.12155548855662346
triangular_embedding,123,triangular,embedding,2700,7.217978477478027,7.170144319534302,7.245126724243164,3.60079026222229,0.10526537895202637,-0.387284841388464,0.827045127749443,1.1423423886299133,0.12170860171318054
triangular_embedding,123,triangular,embedding,2800,7.212886810302734,7.161488890647888,7.230177462100983,3.5977978706359863,0.1068020723760128,-0.37075592763721943,0.8082881569862366,1.150986909866333,0.12165839970111847
triangular_embedding,123,triangular,embedding,2900,7.175256729125977,7.145394444465637,7.208526194095612,3.5798639059066772,0.11114249750971794,-0.3886165041476488,0.829698920249939,1.1689139604568481,0.12178390473127365
triangular_embedding,123,triangular,embedding,3000,7.214845657348633,7.138922393321991,7.189393520355225,3.5783478021621704,0.11283395066857338,-0.3383209565654397,0.8074954450130463,1.1786039471626282,0.12193446978926659
triangular_embedding,123,triangular,embedding,3100,7.2782392501831055,7.11601859331131,7.167564272880554,3.577088475227356,0.11491160839796066,-0.31769068725407124,0.8098956048488617,1.186953365802765,0.12234992161393166
triangular_embedding,123,triangular,embedding,3200,7.216618537902832,7.097864985466003,7.148723721504211,3.5870893001556396,0.1134004294872284,-0.27602341398596764,0.7562103569507599,1.1890373229980469,0.12240982055664062
triangular_embedding,123,triangular,embedding,3300,7.114982604980469,7.0783222913742065,7.126949906349182,3.5818920135498047,0.11590679734945297,-0.2454566741362214,0.744453102350235,1.1998165845870972,0.1226750984787941
triangular_embedding,123,triangular,embedding,3400,7.112823963165283,7.0505698919296265,7.111316919326782,3.582351565361023,0.11644408106803894,-0.22127079032361507,0.7292158901691437,1.2031010389328003,0.12284763529896736
triangular_embedding,123,triangular,embedding,3500,7.072788715362549,7.029573619365692,7.08266544342041,3.5774420499801636,0.11771311238408089,-0.21835204306989908,0.7321396470069885,1.2066575288772583,0.12283454090356827
triangular_embedding,123,triangular,embedding,3600,7.06043815612793,6.9990227818489075,7.058745920658112,3.584277868270874,0.11677186191082001,-0.17631904315203428,0.6975953280925751,1.2099433541297913,0.12285861372947693
triangular_embedding,123,triangular,embedding,3700,7.044692039489746,6.976440489292145,7.034504771232605,3.578893780708313,0.11847910284996033,-0.15486225299537182,0.6916374862194061,1.2166746854782104,0.12296051159501076
triangular_embedding,123,triangular,embedding,3800,7.075535774230957,6.951205670833588,7.009492576122284,3.5909764766693115,0.11694038659334183,-0.11206968128681183,0.6459471881389618,1.2164860367774963,0.12283672019839287
triangular_embedding,123,triangular,embedding,3900,7.045354843139648,6.929453492164612,6.987206935882568,3.5810821056365967,0.11917160451412201,-0.11601606290787458,0.663813441991806,1.2245562672615051,0.12298238277435303
triangular_embedding,123,triangular,embedding,4000,7.029603004455566,6.901250779628754,6.957229852676392,3.58743155002594,0.11889885738492012,-0.07789911609143019,0.6330243051052094,1.2278074622154236,0.12326464056968689
triangular_embedding,123,triangular,embedding,4100,7.0139689445495605,6.868524074554443,6.933806359767914,3.5884135961532593,0.11896048113703728,-0.05782050359994173,0.6208818256855011,1.2315853834152222,0.12322154268622398
triangular_embedding,123,triangular,embedding,4200,6.750759601593018,6.848371982574463,6.910075306892395,3.59336256980896,0.11823219060897827,-0.04589153081178665,0.6047013998031616,1.2313364744186401,0.12327645719051361
triangular_embedding,123,triangular,embedding,4300,6.80293083190918,6.825384795665741,6.876272618770599,3.5888673067092896,0.1194290854036808,-0.04336616303771734,0.6142769455909729,1.2348262667655945,0.12341625243425369
triangular_embedding,123,triangular,embedding,4400,6.733226299285889,6.792106628417969,6.85102915763855,3.5828408002853394,0.12088045105338097,-0.025126226246356964,0.6165677905082703,1.2424836158752441,0.12359711527824402
triangular_embedding,123,triangular,embedding,4500,6.840020179748535,6.7592198848724365,6.824943959712982,3.582756996154785,0.1209048479795456,-0.027150839567184448,0.6152291595935822,1.2446537017822266,0.12357736378908157
triangular_embedding,123,triangular,embedding,4600,6.584338188171387,6.604158699512482,6.793949902057648,3.57599139213562,0.122609943151474,-0.021644359454512596,0.6251899898052216,1.2534108757972717,0.12371819466352463
triangular_embedding,123,triangular,embedding,4700,6.841266632080078,6.601064682006836,6.767581939697266,3.5835156440734863,0.12096712738275528,-0.012395201250910759,0.6104553043842316,1.2532570362091064,0.12399259209632874
triangular_embedding,123,triangular,embedding,4800,6.644232273101807,6.5869638323783875,6.740193605422974,3.570688009262085,0.12380240485072136,-0.02288595400750637,0.6411823630332947,1.260429322719574,0.12398343533277512
triangular_embedding,123,triangular,embedding,4900,6.73305606842041,6.5695160031318665,6.715691924095154,3.577552914619446,0.12240217626094818,-0.012287413701415062,0.6217845678329468,1.2581549882888794,0.12405502051115036
triangular_embedding,123,triangular,embedding,5000,6.716475486755371,6.542530715465546,6.693133652210236,3.5670862197875977,0.12521853670477867,-0.004684615880250931,0.6307726502418518,1.268860936164856,0.12413068488240242
alternating_embedding,123,alternating,embedding,0,,8.179928660392761,8.180674195289612,3.764204502105713,0.07164033502340317,-0.0029983525164425373,0.19127242267131805,1.0,0.11920291930437088
alternating_embedding,123,alternating,embedding,100,7.749598503112793,7.6238027811050415,7.757554888725281,3.7641801834106445,0.07131750136613846,0.029928885400295258,0.20120881497859955,1.0063999891281128,0.11900585889816284
alternating_embedding,123,alternating,embedding,200,7.496588706970215,7.33652263879776,7.429106175899506,3.733555793762207,0.08039028197526932,0.48331180214881897,0.3781910836696625,1.0282243490219116,0.12019768357276917
alternating_embedding,123,alternating,embedding,300,7.367353916168213,7.270380616188049,7.351133346557617,3.684577226638794,0.09098437428474426,1.0797837972640991,0.6941851377487183,1.04258131980896,0.12070588767528534
alternating_embedding,123,alternating,embedding,400,7.22230863571167,7.2624571323394775,7.3344064354896545,3.650216579437256,0.09791338443756104,1.5048675537109375,0.9334344863891602,1.050335168838501,0.12097038328647614
alternating_embedding,123,alternating,embedding,500,7.300060749053955,7.267633616924286,7.3245808482170105,3.623124122619629,0.10377997159957886,1.7828978300094604,1.1041399240493774,1.054688572883606,0.12139894813299179
alternating_embedding,123,alternating,embedding,600,7.360545635223389,7.276150345802307,7.325203776359558,3.6145968437194824,0.10466647148132324,1.9466891288757324,1.2577424049377441,1.0576772689819336,0.12149553000926971
alternating_embedding,123,alternating,embedding,700,7.336226463317871,7.2846444845199585,7.317315340042114,3.579542398452759,0.11041740328073502,2.2934110164642334,1.7469720840454102,1.0630431175231934,0.12172462791204453
alternating_embedding,123,alternating,embedding,800,7.329814910888672,7.2823591232299805,7.317665994167328,3.5523581504821777,0.11505209654569626,2.5657646656036377,2.1323208808898926,1.0655486583709717,0.12179900705814362
alternating_embedding,123,alternating,embedding,900,7.243415832519531,7.280645132064819,7.31444376707077,3.5662083625793457,0.1127060279250145,2.620784044265747,2.0102410316467285,1.0650684833526611,0.1220293641090393
alternating_embedding,123,alternating,embedding,1000,7.318310737609863,7.280619859695435,7.313874304294586,3.578617811203003,0.11055333912372589,2.5085701942443848,1.9256222248077393,1.062430500984192,0.12207144498825073
alternating_embedding,123,alternating,embedding,1100,7.394764423370361,7.275622487068176,7.316681385040283,3.5967488288879395,0.1072196513414383,2.4728283882141113,1.7092738151550293,1.0606626272201538,0.12206855416297913
alternating_embedding,123,alternating,embedding,1200,7.249499320983887,7.276197373867035,7.31292200088501,3.5927278995513916,0.1089867427945137,2.327674627304077,1.7145084142684937,1.0600931644439697,0.12215125560760498
alternating_embedding,123,alternating,embedding,1300,7.249237537384033,7.274182081222534,7.315374672412872,3.6048974990844727,0.10652533173561096,2.1987802982330322,1.6171436309814453,1.0580658912658691,0.12209080904722214
alternating_embedding,123,alternating,embedding,1400,7.278137683868408,7.271190643310547,7.31450879573822,3.6179656982421875,0.10387028008699417,1.9775289297103882,1.4344698190689087,1.0559090375900269,0.12225048243999481
alternating_embedding,123,alternating,embedding,1500,7.244076251983643,7.270742356777191,7.317983090877533,3.6056387424468994,0.10767941921949387,1.8461729288101196,1.4490877389907837,1.056846022605896,0.12230147421360016
alternating_embedding,123,alternating,embedding,1600,7.3390960693359375,7.283727049827576,7.322548985481262,3.621389389038086,0.10438976436853409,1.5181984901428223,1.487813949584961,1.0518704652786255,0.1220945417881012
alternating_embedding,123,alternating,embedding,1700,7.330662727355957,7.27654767036438,7.316867351531982,3.6258983612060547,0.10359302163124084,1.4024243354797363,1.4038199186325073,1.0502030849456787,0.12207245826721191
alternating_embedding,123,alternating,embedding,1800,7.293357849121094,7.274158716201782,7.317687153816223,3.642143726348877,0.10022085160017014,1.0300946235656738,1.1507073640823364,1.0460015535354614,0.12213832885026932
alternating_embedding,123,alternating,embedding,1900,7.4613423347473145,7.266904175281525,7.311392605304718,3.683575391769409,0.09085638076066971,0.6184324622154236,0.8854217529296875,1.0372861623764038,0.12208805978298187
alternating_embedding,123,alternating,embedding,2000,7.299569129943848,7.273680925369263,7.310671091079712,3.6983819007873535,0.0879519134759903,0.3785817325115204,0.6905065774917603,1.0334290266036987,0.12209564447402954
alternating_embedding,123,alternating,embedding,2100,7.234582424163818,7.266247093677521,7.303106486797333,3.721853256225586,0.08214230835437775,0.0014488439774140716,0.49593254923820496,1.027788519859314,0.1220383495092392
alternating_embedding,123,alternating,embedding,2200,7.274784088134766,7.251368939876556,7.295290946960449,3.6614508628845215,0.09185042977333069,-0.5218889117240906,0.6029479503631592,1.0438907146453857,0.12199905514717102
alternating_embedding,123,alternating,embedding,2300,7.155412673950195,7.175823628902435,7.283816397190094,3.5672447681427,0.10397303104400635,-0.8046441674232483,0.9488449096679688,1.069514513015747,0.12192971259355545
alternating_embedding,123,alternating,embedding,2400,7.4447526931762695,7.173388123512268,7.274112045764923,3.5798118114471436,0.10335303843021393,-0.6574417948722839,0.9889445900917053,1.0737512111663818,0.1218860074877739
alternating_embedding,123,alternating,embedding,2500,7.265537261962891,7.171765506267548,7.264252185821533,3.566413402557373,0.10631898045539856,-0.597458004951477,0.9835284948348999,1.0769288539886475,0.12199857085943222
alternating_embedding,123,alternating,embedding,2600,7.234921455383301,7.157330691814423,7.253453373908997,3.5865166187286377,0.10379845649003983,-0.6011539101600647,0.8781489133834839,1.0797919034957886,0.12185145169496536
alternating_embedding,123,alternating,embedding,2700,7.197270393371582,7.142986714839935,7.238873243331909,3.591907024383545,0.10403704643249512,-0.5767480134963989,0.8088178038597107,1.0824368000030518,0.12180468440055847
alternating_embedding,123,alternating,embedding,2800,7.1666059494018555,7.136299014091492,7.221019148826599,3.56964373588562,0.10776229947805405,-0.6221755743026733,0.8700700998306274,1.0858922004699707,0.1218583732843399
alternating_embedding,123,alternating,embedding,2900,7.132838726043701,7.123555898666382,7.204153954982758,3.58804988861084,0.10494391620159149,-0.49845293164253235,0.8126123547554016,1.0912925004959106,0.12193797528743744
alternating_embedding,123,alternating,embedding,3000,7.2183732986450195,7.110471069812775,7.177940487861633,3.617828130722046,0.10031656920909882,-0.4579032361507416,0.7397496104240417,1.0919749736785889,0.12197528779506683
alternating_embedding,123,alternating,embedding,3100,7.255784511566162,7.086950361728668,7.162368059158325,3.5814368724823,0.10418969392776489,-0.575537383556366,0.8509483933448792,1.1041332483291626,0.12204012274742126
alternating_embedding,123,alternating,embedding,3200,7.152989387512207,7.063256144523621,7.1375120878219604,3.607799530029297,0.10135862231254578,-0.4681396484375,0.7695263028144836,1.1058062314987183,0.12209660559892654
alternating_embedding,123,alternating,embedding,3300,7.103001117706299,7.0400338768959045,7.117993116378784,3.6034152507781982,0.10145901143550873,-0.45569267868995667,0.7846137285232544,1.1080849170684814,0.12207680940628052
alternating_embedding,123,alternating,embedding,3400,7.074848175048828,7.015595614910126,7.097944974899292,3.616333484649658,0.10028648376464844,-0.4098183214664459,0.7512159943580627,1.1123571395874023,0.1221000999212265
alternating_embedding,123,alternating,embedding,3500,7.009276866912842,6.9913870096206665,7.0779789686203,3.622781991958618,0.09892067313194275,-0.41707658767700195,0.7380880117416382,1.11576247215271,0.12214888632297516
alternating_embedding,123,alternating,embedding,3600,7.068343162536621,6.958674430847168,7.05025988817215,3.637274742126465,0.09707653522491455,-0.3583710491657257,0.6898543238639832,1.1190887689590454,0.12214362621307373
alternating_embedding,123,alternating,embedding,3700,6.984402656555176,6.934412837028503,7.029292404651642,3.635305404663086,0.0979946106672287,-0.3132038712501526,0.6848783493041992,1.1298304796218872,0.12216054648160934
alternating_embedding,123,alternating,embedding,3800,7.03497314453125,6.9086915254592896,7.005151093006134,3.6215381622314453,0.10047659277915955,-0.2904810309410095,0.7055954337120056,1.1388812065124512,0.12214433401823044
alternating_embedding,123,alternating,embedding,3900,6.9809722900390625,6.892020761966705,6.986813843250275,3.6235506534576416,0.10078532993793488,-0.273129940032959,0.6974695920944214,1.1436455249786377,0.12223012000322342
alternating_embedding,123,alternating,embedding,4000,6.952984809875488,6.856029450893402,6.95700079202652,3.6280765533447266,0.10163116455078125,-0.20568443834781647,0.6642765998840332,1.1536911725997925,0.12218533456325531
alternating_embedding,123,alternating,embedding,4100,7.027447700500488,6.82685911655426,6.931168615818024,3.620415210723877,0.10278435051441193,-0.21821005642414093,0.6903571486473083,1.1588650941848755,0.12228072434663773
alternating_embedding,123,alternating,embedding,4200,6.818487167358398,6.802749395370483,6.905133843421936,3.6260480880737305,0.10264889895915985,-0.18489666283130646,0.6583604216575623,1.165959119796753,0.12238821387290955
alternating_embedding,123,alternating,embedding,4300,6.852200984954834,6.783840477466583,6.876939356327057,3.623138904571533,0.10341888666152954,-0.19993069767951965,0.6694843173027039,1.1685007810592651,0.12242579460144043
alternating_embedding,123,alternating,embedding,4400,6.731874942779541,6.752813160419464,6.8493382930755615,3.634176254272461,0.10156510025262833,-0.17660187184810638,0.6429908275604248,1.1675053834915161,0.12252023071050644
alternating_embedding,123,alternating,embedding,4500,6.868654727935791,6.7212143540382385,6.824197292327881,3.6267263889312744,0.10294080525636673,-0.1559382677078247,0.6479724645614624,1.179496169090271,0.12260062992572784
alternating_embedding,123,alternating,embedding,4600,6.606386184692383,6.572153627872467,6.794819414615631,3.631051778793335,0.10296843200922012,-0.1221071258187294,0.6281789541244507,1.188613772392273,0.12284999340772629
alternating_embedding,123,alternating,embedding,4700,6.725160598754883,6.571953237056732,6.764934003353119,3.6453332901000977,0.10100477933883667,-0.11049512773752213,0.5946473479270935,1.1915117502212524,0.12293294817209244
alternating_embedding,123,alternating,embedding,4800,6.643582344055176,6.559092998504639,6.744015753269196,3.614497184753418,0.10717609524726868,-0.1261177808046341,0.6625525951385498,1.2112983465194702,0.1230025365948677
alternating_embedding,123,alternating,embedding,4900,6.756771564483643,6.533515989780426,6.7225905656814575,3.6105542182922363,0.10811834037303925,-0.12612532079219818,0.674239456653595,1.2168861627578735,0.12290632724761963
alternating_embedding,123,alternating,embedding,5000,6.612114429473877,6.511583924293518,6.70023787021637,3.611327886581421,0.10869699716567993,-0.10579407215118408,0.6585254669189453,1.2246397733688354,0.12306167930364609
standard_encoding,123,standard,encoding,0,,8.179069638252258,8.15334963798523,,,,,,
standard_encoding,123,standard,encoding,100,7.654254913330078,7.473747909069061,7.617033362388611,,,,,,
standard_encoding,123,standard,encoding,200,7.467624664306641,7.287598431110382,7.382528126239777,,,,,,
standard_encoding,123,standard,encoding,300,7.362276554107666,7.25405615568161,7.3339924812316895,,,,,,
standard_encoding,123,standard,encoding,400,7.226830005645752,7.255199551582336,7.3273473381996155,,,,,,
standard_encoding,123,standard,encoding,500,7.289281368255615,7.26496434211731,7.316355764865875,,,,,,
standard_encoding,123,standard,encoding,600,7.337703227996826,7.275102436542511,7.319209933280945,,,,,,
standard_encoding,123,standard,encoding,700,7.335824966430664,7.279777705669403,7.312724053859711,,,,,,
standard_encoding,123,standard,encoding,800,7.32379150390625,7.278619468212128,7.311434328556061,,,,,,
standard_encoding,123,standard,encoding,900,7.234375,7.274586617946625,7.307172238826752,,,,,,
standard_encoding,123,standard,encoding,1000,7.310725212097168,7.276184797286987,7.3067134618759155,,,,,,
standard_encoding,123,standard,encoding,1100,7.3938446044921875,7.269115746021271,7.311197876930237,,,,,,
standard_encoding,123,standard,encoding,1200,7.239631652832031,7.267565310001373,7.305752277374268,,,,,,
standard_encoding,123,standard,encoding,1300,7.231128692626953,7.263784170150757,7.30741024017334,,,,,,
standard_encoding,123,standard,encoding,1400,7.254638195037842,7.259041130542755,7.301496207714081,,,,,,
standard_encoding,123,standard,encoding,1500,7.220919132232666,7.254109442234039,7.302452981472015,,,,,,
standard_encoding,123,standard,encoding,1600,7.3236894607543945,7.259128153324127,7.301429629325867,,,,,,
standard_encoding,123,standard,encoding,1700,7.323792457580566,7.245634496212006,7.292886257171631,,,,,,
standard_encoding,123,standard,encoding,1800,7.262977600097656,7.232833206653595,7.285678446292877,,,,,,
standard_encoding,123,standard,encoding,1900,7.419905662536621,7.221534729003906,7.273279964923859,,,,,,
standard_encoding,123,standard,encoding,2000,7.276811599731445,7.221315503120422,7.2603312730789185,,,,,,
standard_encoding,123,standard,encoding,2100,7.23272705078125,7.203737139701843,7.243954837322235,,,,,,
standard_encoding,123,standard,encoding,2200,7.232918739318848,7.18591433763504,7.222350597381592,,,,,,
standard_encoding,123,standard,encoding,2300,7.06378698348999,7.081990301609039,7.211266994476318,,,,,,
standard_encoding,123,standard,encoding,2400,7.3687424659729,7.068046867847443,7.183071732521057,,,,,,
standard_encoding,123,standard,encoding,2500,7.166238784790039,7.060639679431915,7.164239823818207,,,,,,
