variant,seeds,best_val_mean,best_val_std,final_val_mean,final_val_std,ms_per_step_mean,ms_per_step_std,score_elements_per_model_mean,params_mean
triangular_final,3,7.309869666894277,0.0010901039598176525,7.309869666894277,0.0010901039598176525,22.296086701341363,0.22037076087083796,131072,513346
standard,3,7.3112335205078125,0.0005972949363537408,7.3112335205078125,0.0005972949363537408,8.095128895666372,0.1409182403105105,65536,488760
alternating_standard_triangular,3,7.311265865961711,0.0015119077947112907,7.3116110761960345,0.001989204684496154,14.567533985992972,0.219729553147824,98304,501053
