variant,seed,params,score_elements_per_layer,steps,initial_train_loss,final_train_loss,initial_val_loss,final_val_loss,best_val_loss,ms_per_step,relation_entropy,relation_max_weight,relation_logit_std
standard,123,488760,32768,1000,8.166136264801025,7.282123565673828,8.17833161354065,7.313291966915131,7.3115257024765015,8.508467749983538,,,
triangular_v5_gated_topk,123,513346,65536,1000,8.166435599327087,7.278973042964935,8.161416172981262,7.309717059135437,7.309717059135437,24.762256040994544,3.138167977333069,0.19161397218704224,1.7475897669792175
