variant,seed,params,score_elements_per_layer,steps,initial_train_loss,final_train_loss,initial_val_loss,final_val_loss,best_val_loss,ms_per_step,relation_entropy,relation_max_weight,relation_logit_std
standard,123,488760,32768,1000,8.166136264801025,7.282123565673828,8.17833161354065,7.313291847705841,7.3115257024765015,8.705954209028278,,,
triangular_v5_gated_topk,123,513346,262144,1000,8.16646432876587,7.279519617557526,8.16241729259491,7.309972941875458,7.309972941875458,38.897334999986924,3.479629874229431,0.23219308629631996,2.3976084738969803
