variant,seed,params,score_elements_per_layer,steps,initial_train_loss,final_train_loss,initial_val_loss,final_val_loss,best_val_loss,ms_per_step,relation_entropy,relation_max_weight,relation_logit_std
standard,123,487736,4096,2,8.19678783416748,8.111846923828125,8.34025764465332,8.33842658996582,8.33842658996582,72.47862502117641,,,
triangular_v2_scaled,123,504122,65536,2,8.093571662902832,8.008708953857422,8.176464080810547,8.173701286315918,8.173701286315918,68.04377099615522,3.816367745399475,0.11135348677635193,0.1993725672364235
